Pressure,Temperature,Density,Enthalpy,Internal Energy,Gibbs Energy,Entropy,Molecular Mass,Specific Heat Capacity,Sound Speed,Viscosity,Thermal Conductivity,Prandtl Number
1,3200,0.121,-704,-1530,-30500,9.32,32.2,8.47,960,0.996,12.3,0.687
1,3300,0.112,156,-734,-31500,9.59,30.9,8.71,998,1.02,12.9,0.691
1,3400,0.105,1030,77.5,-32400,9.85,29.6,8.83,1040,1.05,13.3,0.696
1,3500,0.0975,1920,892,-33400,10.1,28.4,8.83,1080,1.08,13.5,0.703
1,3600,0.0911,2790,1700,-34500,10.4,27.3,8.67,1120,1.1,13.4,0.714
1,3700,0.0855,3650,2480,-35500,10.6,26.3,8.33,1160,1.13,13,0.728
1,3800,0.0805,4450,3210,-36600,10.8,25.4,7.79,1200,1.16,12.1,0.743
1,3900,0.0761,5200,3880,-37700,11,24.7,7.08,1230,1.19,11,0.76
1,4000,0.0724,5870,4480,-38800,11.2,24.1,6.25,1270,1.21,9.78,0.774
1,4100,0.0692,6450,5000,-39900,11.3,23.6,5.39,1310,1.24,8.49,0.786
1,4200,0.0664,6940,5440,-41000,11.4,23.2,4.58,1340,1.26,7.29,0.793
1,4300,0.0641,7370,5810,-42200,11.5,22.9,3.87,1370,1.29,6.26,0.795
1,4400,0.062,7720,6110,-43300,11.6,22.7,3.28,1410,1.31,5.43,0.793
1,4500,0.0602,8030,6360,-44500,11.7,22.5,2.81,1440,1.34,4.77,0.787
1,4600,0.0586,8290,6580,-45700,11.7,22.4,2.46,1470,1.36,4.28,0.779
1,4700,0.0571,8520,6770,-46900,11.8,22.3,2.19,1500,1.38,3.93,0.77
1,4800,0.0557,8730,6930,-48000,11.8,22.2,1.99,1530,1.4,3.67,0.761
1,4900,0.0544,8920,7080,-49200,11.9,22.2,1.85,1550,1.43,3.5,0.752
1,5000,0.0533,9100,7220,-50400,11.9,22.1,1.75,1580,1.45,3.4,0.745
1,5100,0.0521,9270,7350,-51600,11.9,22.1,1.68,1600,1.47,3.36,0.737
1,5200,0.0511,9440,7480,-52800,12,22.1,1.65,1620,1.49,3.37,0.732
1,5300,0.0501,9600,7600,-54000,12,22.1,1.65,1630,1.52,3.43,0.727
1,5400,0.0491,9770,7730,-55200,12,22,1.67,1640,1.54,3.57,0.722
1,5500,0.0482,9940,7860,-56400,12.1,22,1.74,1650,1.56,3.79,0.716
1,5600,0.0473,10100,8000,-57600,12.1,22,1.85,1650,1.58,4.12,0.71
1,5700,0.0464,10300,8150,-58800,12.1,22,2.02,1660,1.6,4.61,0.703
1,5800,0.0455,10500,8320,-60000,12.2,21.9,2.26,1660,1.63,5.29,0.696
1,5900,0.0446,10800,8520,-61300,12.2,21.9,2.6,1660,1.65,6.22,0.69
1,6000,0.0438,11000,8760,-62500,12.3,21.8,3.06,1660,1.67,7.46,0.685
1,6100,0.0429,11400,9050,-63700,12.3,21.7,3.66,1660,1.69,9.08,0.682
1,6200,0.042,11800,9400,-64900,12.4,21.6,4.43,1670,1.71,11.1,0.681
1,6300,0.041,12300,9840,-66200,12.5,21.5,5.38,1680,1.74,13.7,0.683
1,6400,0.04,12900,10400,-67400,12.5,21.3,6.52,1690,1.76,16.6,0.688
1,6500,0.039,13600,11000,-68700,12.7,21.1,7.84,1710,1.78,20,0.696
1,6600,0.0379,14400,11800,-70000,12.8,20.8,9.29,1730,1.8,23.7,0.707
1,6700,0.0367,15400,12700,-71300,12.9,20.5,10.8,1760,1.82,27.4,0.721
1,6800,0.0355,16600,13800,-72600,13.1,20.1,12.4,1780,1.85,31,0.737
1,6900,0.0343,17900,15000,-73900,13.3,19.7,13.8,1810,1.87,34.2,0.756
1,7000,0.033,19400,16300,-75200,13.5,19.2,15.1,1850,1.89,36.8,0.776
1,7100,0.0318,20900,17800,-76600,13.7,18.8,16.1,1880,1.91,38.6,0.798
1,7200,0.0306,22600,19300,-78000,14,18.3,16.7,1920,1.93,39.5,0.819
1,7300,0.0294,24300,20900,-79400,14.2,17.9,17,1960,1.95,39.5,0.84
1,7400,0.0284,26000,22400,-80800,14.4,17.4,16.8,2000,1.98,38.7,0.859
1,7500,0.0273,27600,24000,-82300,14.6,17.1,16.3,2040,2,37.2,0.875
1,7600,0.0264,29200,25400,-83700,14.9,16.7,15.5,2080,2.02,35.1,0.888
1,7700,0.0256,30700,26800,-85200,15.1,16.4,14.5,2120,2.04,32.8,0.898
1,7800,0.0248,32100,28100,-86700,15.2,16.1,13.3,2160,2.05,30.3,0.902
1,7900,0.0241,33400,29200,-88300,15.4,15.8,12.1,2190,2.07,27.9,0.903
1,8000,0.0235,34500,30300,-89800,15.5,15.6,11,2230,2.09,25.6,0.898
1,8100,0.0229,35600,31200,-91400,15.7,15.4,9.89,2260,2.11,23.5,0.888
1,8200,0.0224,36500,32000,-93000,15.8,15.3,8.91,2290,2.13,21.7,0.875
1,8300,0.0219,37400,32800,-94500,15.9,15.1,8.04,2330,2.15,20.1,0.858
1,8400,0.0215,38100,33500,-96100,16,15,7.31,2360,2.16,18.9,0.838
1,8500,0.0211,38800,34100,-97700,16.1,14.9,6.69,2390,2.18,17.9,0.817
1,8600,0.0207,39500,34600,-99300,16.1,14.8,6.18,2420,2.2,17.1,0.794
1,8700,0.0204,40100,35100,-101000,16.2,14.7,5.78,2450,2.21,16.6,0.772
1,8800,0.02,40600,35600,-103000,16.3,14.7,5.46,2470,2.23,16.2,0.751
1,8900,0.0197,41200,36100,-104000,16.3,14.6,5.23,2500,2.24,16.1,0.731
1,9000,0.0194,41700,36500,-106000,16.4,14.5,5.06,2520,2.26,16,0.713
1,9100,0.0191,42200,36900,-107000,16.4,14.5,4.95,2540,2.27,16.1,0.697
1,9200,0.0188,42700,37300,-109000,16.5,14.4,4.89,2570,2.29,16.4,0.683
1,9300,0.0186,43100,37800,-111000,16.6,14.4,4.87,2590,2.3,16.7,0.671
1,9400,0.0183,43600,38200,-112000,16.6,14.3,4.88,2610,2.31,17.1,0.66
1,9500,0.018,44100,38600,-114000,16.7,14.2,4.93,2620,2.32,17.6,0.652
1,9600,0.0178,44600,39000,-116000,16.7,14.2,5.01,2640,2.33,18.1,0.644
1,9700,0.0175,45100,39400,-117000,16.8,14.1,5.11,2660,2.34,18.8,0.638
1,9800,0.0173,45600,39900,-119000,16.8,14.1,5.23,2680,2.35,19.4,0.633
1,9900,0.017,46200,40300,-121000,16.9,14,5.36,2690,2.36,20.2,0.629
1,10000,0.0168,46700,40800,-123000,16.9,14,5.52,2710,2.37,20.9,0.625
1,10100,0.0166,47300,41200,-124000,17,13.9,5.69,2730,2.38,21.7,0.622
1,10200,0.0163,47900,41700,-126000,17,13.9,5.87,2740,2.38,22.6,0.619
1,10300,0.0161,48400,42200,-128000,17.1,13.8,6.06,2760,2.39,23.5,0.617
1,10400,0.0159,49100,42800,-129000,17.2,13.7,6.26,2780,2.39,24.4,0.615
1,10500,0.0156,49700,43300,-131000,17.2,13.7,6.48,2790,2.39,25.3,0.613
